idx,archivo,mst_score,r,g,b,hand_scale
16837,00016837.jpg,6,189.15,143.99,132.05,0.030948436048918754
21326,00021326.jpg,10,0.0,0.0,0.0,0.029549582584651703
24007,00024007.jpg,6,191.24,143.76,143.25,0.028689807316623298
15321,00015321.jpg,6,171.55,129.56,113.31,0.02837008998786699
3846,00003846.jpg,7,168.56,108.71,110.92,0.026497251108440083
873,00000873.jpg,7,124.59,96.51,85.55,0.03379968997025034
2149,00002149.jpg,7,121.37,91.95,83.33,0.033041856040153375
2545,00002545.jpg,8,90.03,67.89,65.33,0.029712971891100507
28731,00028731.jpg,7,135.83,103.39,99.98,0.025889857675396272
1778,00001778.jpg,7,122.77,83.66,95.92,0.027529997495647412
2069,00002069.jpg,6,167.41,117.19,116.77,0.025120501101505346
11043,00011043.jpg,6,181.91,131.04,123.56,0.027280825920199325
3486,00003486.jpg,6,179.67,140.22,121.51,0.023930862569145013
5440,00005440.jpg,9,60.6,47.21,37.34,0.028979081831980703
2613,00002613.jpg,8,112.86,92.61,65.24,0.029490046762099407
3866,00003866.jpg,7,117.85,97.27,80.54,0.032101254063324515
6148,00006148.jpg,6,186.67,123.64,159.72,0.027782281081080332
8448,00008448.jpg,4,241.08,200.71,202.69,0.03383555341640628
4911,00004911.jpg,5,214.82,171.73,154.9,0.028330486202740552
24040,00024040.jpg,9,48.97,46.27,38.48,0.02165622931883816
9645,00009645.jpg,4,234.84,174.57,179.23,0.021966236207238195
23987,00023987.jpg,8,84.57,61.53,57.05,0.03234210028967609
26772,00026772.jpg,7,147.41,111.08,97.0,0.03443141695494941
19690,00019690.jpg,2,244.39,174.88,249.4,0.029740400044604078
26222,00026222.jpg,8,97.82,75.56,42.15,0.028638428679752515
4926,00004926.jpg,7,159.37,117.51,115.85,0.028754934820427423
28241,00028241.jpg,6,188.55,128.35,165.65,0.028552210259371113
7642,00007642.jpg,6,168.13,123.36,114.23,0.0231902354996512
4096,00004096.jpg,5,226.27,175.3,160.0,0.025254027747290082
3732,00003732.jpg,6,196.32,146.12,148.3,0.030362673912417554
16808,00016808.jpg,6,189.16,141.64,132.69,0.028642798747625535
28217,00028217.jpg,2,248.2,186.85,237.27,0.025014495987063838
10155,00010155.jpg,6,177.87,129.8,113.72,0.02380395184141633
1688,00001688.jpg,7,139.84,96.16,116.18,0.025146427937795104
23583,00023583.jpg,6,164.91,125.12,119.25,0.027737743176616994
31502,00031502.jpg,5,209.81,165.54,146.35,0.023800049001497035
25802,00025802.jpg,5,219.83,162.97,177.17,0.02471517725179251
502,00000502.jpg,7,144.85,105.73,102.81,0.03181947964344057
5856,00005856.jpg,8,92.41,68.04,75.38,0.02806898266263184
32161,00032161.jpg,8,83.53,68.08,55.47,0.032266093616200406
18610,00018610.jpg,2,244.72,173.36,244.1,0.025789790740815995
1776,00001776.jpg,7,143.87,103.8,104.81,0.03120498261092496
13063,00013063.jpg,7,146.54,111.69,103.98,0.030207002945150597
3577,00003577.jpg,7,161.87,104.13,92.33,0.027021310698436423
13837,00013837.jpg,4,228.24,184.61,192.83,0.027825826729306148
30239,00030239.jpg,8,89.17,64.58,57.23,0.03219923705666061
29082,00029082.jpg,5,233.35,170.89,160.9,0.03388520583239462
26973,00026973.jpg,5,219.72,153.31,155.05,0.028020080025509375
21625,00021625.jpg,6,207.03,152.39,131.63,0.021466586766743626
10800,00010800.jpg,6,168.02,121.37,125.85,0.028571221892639272
18475,00018475.jpg,3,252.15,203.04,204.13,0.028819196432229778
3137,00003137.jpg,6,196.04,139.16,130.96,0.022685930562553858
20640,00020640.jpg,8,99.11,73.49,67.51,0.02551492114254021
12866,00012866.jpg,9,49.95,41.31,35.09,0.029037660362634696
27866,00027866.jpg,7,140.28,101.83,83.36,0.03166724148622579
31526,00031526.jpg,8,110.16,83.18,69.69,0.03031378426844637
790,00000790.jpg,7,122.26,62.2,118.54,0.028634719200174928
32359,00032359.jpg,6,184.8,138.86,126.54,0.0270483916230684
6709,00006709.jpg,8,112.79,81.59,67.26,0.023924020022596706
23132,00023132.jpg,7,151.0,113.39,108.44,0.029105519293085007
7144,00007144.jpg,7,156.7,116.92,106.21,0.03071374142486292
23236,00023236.jpg,8,88.92,67.73,56.64,0.025361206779658613
22661,00022661.jpg,6,197.44,148.73,145.66,0.02695565997549761
11910,00011910.jpg,7,120.48,96.26,79.96,0.03225823830191192
15451,00015451.jpg,7,136.93,100.67,100.07,0.028636808751491126
15927,00015927.jpg,5,208.8,151.86,139.58,0.02832374306287643
6280,00006280.jpg,7,146.85,109.56,119.28,0.0286381362435941
8665,00008665.jpg,8,84.31,70.1,69.45,0.03440869270101802
31675,00031675.jpg,6,175.06,124.03,115.1,0.02860457551004798
21372,00021372.jpg,7,154.91,109.41,120.51,0.03312667509752413
21702,00021702.jpg,6,175.86,130.54,114.61,0.02913555980339586
6495,00006495.jpg,5,219.01,147.96,152.57,0.03318406515022347
25210,00025210.jpg,4,240.17,175.29,173.51,0.031690212814778976
15266,00015266.jpg,7,130.64,104.99,98.99,0.0243848204593097
7494,00007494.jpg,6,181.53,135.76,127.2,0.02140413050626607
15677,00015677.jpg,7,121.32,83.23,90.98,0.029760317848227445
21812,00021812.jpg,9,76.9,62.04,46.7,0.026557352100776522
10469,00010469.jpg,6,174.73,106.74,162.64,0.031131389225289227
1480,00001480.jpg,5,225.63,164.82,148.98,0.02852415991013019
25236,00025236.jpg,7,146.82,106.26,92.15,0.029683656489081858
27502,00027502.jpg,7,135.56,104.67,102.94,0.03107790878518998
12116,00012116.jpg,5,214.66,160.93,148.46,0.029900707550284164
11536,00011536.jpg,7,132.5,96.82,98.81,0.03142999803809215
24481,00024481.jpg,8,109.93,75.3,80.02,0.028326978107097372
899,00000899.jpg,8,113.88,86.33,66.87,0.025439655959308527
21840,00021840.jpg,6,164.61,126.15,121.2,0.030997454772373433
25178,00025178.jpg,7,127.49,92.04,83.92,0.02438422898126492
23815,00023815.jpg,9,84.94,58.18,52.78,0.027275940661703593
10137,00010137.jpg,7,136.04,106.15,96.97,0.033187752843760646
13170,00013170.jpg,7,147.61,105.4,103.47,0.030130062032036022
1607,00001607.jpg,4,230.48,177.89,170.71,0.02779619089158739
13808,00013808.jpg,6,195.56,136.91,138.02,0.02235362063504342
14427,00014427.jpg,5,216.6,174.47,178.91,0.031667538406362584
17625,00017625.jpg,8,108.43,86.45,76.97,0.03254914134497376
16405,00016405.jpg,5,207.15,155.69,136.49,0.02792475404561321
9322,00009322.jpg,7,130.62,100.57,79.54,0.03216266431604107
20727,00020727.jpg,6,199.88,145.55,141.09,0.03209259606606482
26724,00026724.jpg,5,212.92,159.64,146.85,0.03635336321114421
6410,00006410.jpg,6,179.37,147.82,161.85,0.027852127729456007
13261,00013261.jpg,8,86.15,66.26,61.4,0.025855288157336426
32191,00032191.jpg,8,95.48,74.86,71.42,0.03149527570826142
27604,00027604.jpg,7,143.66,102.77,93.24,0.031692111434125134
32067,00032067.jpg,5,207.07,157.94,166.87,0.031183050900357702
27224,00027224.jpg,5,199.9,153.07,142.66,0.030359994506006217
19176,00019176.jpg,8,119.09,82.9,82.55,0.027905567742336664
8566,00008566.jpg,6,153.89,121.75,121.26,0.030498129393456953
17660,00017660.jpg,7,146.83,101.69,98.4,0.028104204070225822
30245,00030245.jpg,7,158.34,109.9,97.96,0.03303704736282515
9811,00009811.jpg,7,165.36,123.89,103.19,0.03287030784842232
6043,00006043.jpg,8,88.87,65.79,84.79,0.026678217568794654
22434,00022434.jpg,6,206.84,137.63,143.92,0.023737976324944732
7268,00007268.jpg,7,154.99,108.99,100.14,0.02669433442154236
8777,00008777.jpg,6,174.03,129.36,119.63,0.0285042718178895
22721,00022721.jpg,7,137.26,102.0,104.72,0.03490877387248762
25739,00025739.jpg,5,223.28,150.66,154.24,0.02728377727374516
31869,00031869.jpg,7,141.93,102.6,91.58,0.02858074119677422
28551,00028551.jpg,7,160.45,116.19,98.82,0.02718133347923513
17774,00017774.jpg,6,193.98,145.19,143.32,0.030481735373912393
11153,00011153.jpg,6,165.91,126.1,134.18,0.028016294600484062
17501,00017501.jpg,6,196.18,138.5,134.97,0.03109609168930896
31767,00031767.jpg,7,152.67,116.17,111.52,0.03428847239762664
15052,00015052.jpg,7,135.4,103.14,92.6,0.030125736235089563
8277,00008277.jpg,6,202.58,149.98,136.51,0.028932159861550625
29966,00029966.jpg,5,226.29,151.7,168.08,0.027488928667628473
25515,00025515.jpg,9,75.66,62.52,50.58,0.03136970298270257
17940,00017940.jpg,6,173.02,119.58,138.9,0.033479830270062495
12018,00012018.jpg,6,169.99,124.88,135.29,0.03371689547712899
17411,00017411.jpg,6,190.34,114.65,176.12,0.030028386568672624
2734,00002734.jpg,6,199.88,143.21,136.01,0.025653075842729075
6473,00006473.jpg,6,181.17,129.55,120.25,0.03226800901056429
28759,00028759.jpg,8,108.78,90.9,71.57,0.03163173108023738
2070,00002070.jpg,8,92.53,72.32,52.76,0.0214469187824622
13815,00013815.jpg,7,148.42,106.89,108.87,0.027286200887778538
19219,00019219.jpg,7,145.05,94.99,127.37,0.027004246937476162
18606,00018606.jpg,5,208.41,151.58,138.07,0.02754561536864996
10365,00010365.jpg,8,97.71,89.49,57.1,0.02860021202356042
10264,00010264.jpg,9,67.23,51.0,30.43,0.03303460157467769
11437,00011437.jpg,5,237.51,165.57,161.55,0.033689955435550714
28695,00028695.jpg,9,75.09,53.9,47.06,0.03087906988884625
4570,00004570.jpg,6,164.91,123.17,109.3,0.03132323986490497
26763,00026763.jpg,9,68.31,47.88,41.35,0.027348525467806816
32128,00032128.jpg,7,119.9,88.23,98.44,0.034158956075265395
21049,00021049.jpg,6,171.69,129.21,145.11,0.02305865892413806
232,00000232.jpg,7,139.75,108.77,104.07,0.026370804067820244
28014,00028014.jpg,5,204.6,149.63,151.45,0.028690518127722765
13234,00013234.jpg,7,157.59,106.84,122.12,0.02450601087661021
23192,00023192.jpg,6,177.53,147.23,102.21,0.03184367369566785
9827,00009827.jpg,6,179.27,119.26,159.2,0.03312938545149456
5498,00005498.jpg,8,100.75,88.31,98.81,0.016972067840967078
23239,00023239.jpg,4,245.12,185.26,182.61,0.03298156798304936
15258,00015258.jpg,8,114.58,85.53,92.33,0.029575219770423062
7379,00007379.jpg,7,122.9,82.26,97.87,0.033896978754452044
32291,00032291.jpg,7,161.33,102.6,120.84,0.031658462004275446
8445,00008445.jpg,7,147.72,111.24,110.45,0.028888820207785552
21486,00021486.jpg,5,220.62,162.5,157.29,0.0260332017764738
22589,00022589.jpg,8,91.24,98.53,81.64,0.024300299491091717
7198,00007198.jpg,5,210.14,158.23,161.62,0.02603515301280881
23287,00023287.jpg,7,148.23,116.64,100.03,0.02327136089852801
26643,00026643.jpg,4,234.81,181.23,172.72,0.02886795178327177
28040,00028040.jpg,6,209.12,143.02,134.12,0.026719628854158517
22960,00022960.jpg,7,129.36,96.85,82.15,0.023163613398902768
24281,00024281.jpg,7,141.7,110.9,105.26,0.03023743381526054
11529,00011529.jpg,8,87.97,74.63,91.57,0.02864156888485316
25029,00025029.jpg,8,86.13,70.56,58.31,0.029945079109550837
17003,00017003.jpg,6,187.49,147.36,147.97,0.02702834519693036
14741,00014741.jpg,9,69.08,50.18,42.58,0.029415916666896334
14746,00014746.jpg,9,80.87,65.75,43.3,0.033247238647499025
19624,00019624.jpg,8,96.47,63.62,65.85,0.029929858390349437
14677,00014677.jpg,5,218.49,160.31,187.69,0.028376707784970787
9009,00009009.jpg,7,157.13,121.12,106.92,0.02884871959094231
32418,00032418.jpg,4,248.56,171.71,202.62,0.0291509171922939
28804,00028804.jpg,7,153.6,107.91,117.78,0.023977167882744062
3439,00003439.jpg,8,104.47,73.87,91.25,0.02772468596900906
12366,00012366.jpg,7,157.99,115.71,105.63,0.02501420639737994
8403,00008403.jpg,8,101.91,80.77,74.78,0.031916753917235315
18128,00018128.jpg,2,247.82,194.88,216.88,0.02819826043599554
21877,00021877.jpg,4,233.14,176.19,169.01,0.028095179019004057
4707,00004707.jpg,6,200.46,149.82,129.73,0.030208468031279728
23956,00023956.jpg,6,157.93,111.77,133.95,0.03191605570286912
1352,00001352.jpg,8,119.28,73.76,93.87,0.029181740015520517
21746,00021746.jpg,9,76.84,76.02,37.88,0.02998456008365779
28748,00028748.jpg,8,102.03,74.62,74.01,0.02016408468944347
15402,00015402.jpg,7,161.48,122.72,110.12,0.026712171380644537
5469,00005469.jpg,9,63.8,53.58,41.41,0.03225141626225875
25601,00025601.jpg,7,148.53,119.93,111.16,0.02993946197886114
1656,00001656.jpg,7,140.6,102.88,96.15,0.02872844754147306
12885,00012885.jpg,5,206.94,151.98,150.58,0.02250235635549417
28482,00028482.jpg,7,149.37,110.65,105.98,0.027772412614736
21273,00021273.jpg,9,70.49,47.92,46.34,0.027916448281653752
3094,00003094.jpg,9,76.05,61.39,48.94,0.03297372983776991
27412,00027412.jpg,5,206.98,154.57,137.57,0.03469717071400657
4645,00004645.jpg,5,226.01,165.43,156.79,0.02806948487988328
22809,00022809.jpg,6,201.12,129.06,156.96,0.02995784347907124
3556,00003556.jpg,8,117.16,89.7,78.97,0.02513161790644848
3747,00003747.jpg,7,119.44,80.76,98.65,0.028979584527414056
17602,00017602.jpg,6,155.78,103.72,140.14,0.02579612445230232
22202,00022202.jpg,7,158.2,108.72,122.15,0.032971121735436225
32278,00032278.jpg,4,241.8,173.78,172.61,0.0316673622199951
18082,00018082.jpg,7,142.79,111.3,99.98,0.03257059175632157
2891,00002891.jpg,6,156.38,112.92,146.37,0.030014113160617868
8935,00008935.jpg,7,120.26,91.75,89.85,0.03386409289792898
15821,00015821.jpg,5,217.97,152.47,141.7,0.033716783706887195
25346,00025346.jpg,6,181.15,143.18,152.2,0.025455725468983878
25080,00025080.jpg,6,167.79,116.2,137.24,0.02630091911873442
1476,00001476.jpg,6,203.1,130.06,129.82,0.02254930596692561
15284,00015284.jpg,8,89.44,75.17,66.95,0.023461466544800552
6653,00006653.jpg,6,196.21,145.14,141.14,0.02845536128391457
2118,00002118.jpg,7,134.36,93.7,117.52,0.031835660567733855
24795,00024795.jpg,7,140.3,113.16,109.55,0.025236827001455107
7253,00007253.jpg,8,98.68,79.98,57.64,0.033100698818828544
24873,00024873.jpg,7,124.61,84.28,98.48,0.02958197269838594
17954,00017954.jpg,8,98.23,69.1,67.25,0.03303772406191575
26816,00026816.jpg,5,207.05,162.11,166.62,0.031084374345245778
11480,00011480.jpg,9,66.52,59.72,37.21,0.02820205125460485
6166,00006166.jpg,8,111.55,80.15,75.01,0.03325776861601197
31808,00031808.jpg,6,178.43,131.81,118.64,0.023438604170419375
22888,00022888.jpg,8,99.39,78.16,60.42,0.029746710596827885
12672,00012672.jpg,5,212.73,155.65,140.8,0.021415930486464816
18689,00018689.jpg,6,175.54,122.12,113.79,0.030714655670527856
31111,00031111.jpg,4,223.77,178.53,185.65,0.0313730801421802
4735,00004735.jpg,7,127.19,97.84,88.11,0.03379746512777971
2486,00002486.jpg,7,154.23,111.66,123.0,0.0276713755497817
32175,00032175.jpg,9,69.07,53.59,40.03,0.03364564396256958
7480,00007480.jpg,8,102.19,76.95,64.39,0.031174394727397654
11673,00011673.jpg,7,159.23,116.16,106.17,0.024284172310602713
18483,00018483.jpg,7,149.75,101.18,87.77,0.030577620716357688
24760,00024760.jpg,5,226.07,176.17,164.63,0.0258745982742125
11782,00011782.jpg,6,171.66,121.52,123.26,0.02149045227821481
6571,00006571.jpg,8,114.28,79.95,87.32,0.028594834997213554
27199,00027199.jpg,5,224.84,165.02,149.38,0.02996775109960883
11759,00011759.jpg,6,166.84,133.18,104.3,0.028562410259982955
15017,00015017.jpg,8,96.86,67.69,70.84,0.030727737594059508
27607,00027607.jpg,5,212.78,157.05,148.63,0.03331210074282817
690,00000690.jpg,8,95.08,69.05,58.74,0.029239121316058492
3950,00003950.jpg,8,98.02,74.69,60.63,0.033142456055737894
8063,00008063.jpg,6,169.01,130.89,157.56,0.03021239786823149
7452,00007452.jpg,7,166.79,123.28,105.06,0.024057304833096375
3468,00003468.jpg,8,100.01,57.95,71.25,0.02315799137612001
8020,00008020.jpg,6,153.04,118.11,128.46,0.029860792981487305
17594,00017594.jpg,6,200.55,143.25,143.26,0.029497793876224858
7783,00007783.jpg,8,116.9,88.47,65.73,0.02732826289923327
18620,00018620.jpg,7,141.13,97.25,124.66,0.026940183007796926
23488,00023488.jpg,7,136.42,95.78,84.76,0.027677261512698056
15767,00015767.jpg,6,171.84,119.15,111.48,0.02865168577903635
26559,00026559.jpg,9,71.52,58.01,45.51,0.03058800064370882
6196,00006196.jpg,6,191.6,145.53,139.61,0.029019015370818156
23296,00023296.jpg,7,120.33,88.81,85.87,0.031214175789402193
5626,00005626.jpg,6,175.05,126.86,128.4,0.028069839333317807
8470,00008470.jpg,7,149.85,104.41,114.84,0.023254128428898724
6965,00006965.jpg,4,242.89,176.99,201.53,0.03129289910188614
13575,00013575.jpg,1,234.79,200.57,250.37,0.02355257827219415
11811,00011811.jpg,7,128.17,98.92,92.37,0.034240745643403736
5426,00005426.jpg,7,154.31,106.21,105.7,0.026852272210722714
5086,00005086.jpg,5,212.5,163.07,154.15,0.027235073470491852
5871,00005871.jpg,7,132.7,104.16,102.68,0.03266608151892539
3835,00003835.jpg,7,159.52,120.16,106.68,0.02953399713552804
13707,00013707.jpg,9,79.46,62.15,59.28,0.03480079469638591
12121,00012121.jpg,7,168.62,122.65,103.69,0.03312975659482466
2862,00002862.jpg,8,89.74,68.35,59.58,0.027874538466594323
28385,00028385.jpg,10,45.11,41.37,27.95,0.01596143643327234
22093,00022093.jpg,5,213.81,156.37,156.42,0.019324346593829773
2546,00002546.jpg,5,215.19,141.37,149.91,0.030616795943538378
21369,00021369.jpg,7,129.79,77.58,100.99,0.019072557596793268
29076,00029076.jpg,4,233.54,166.16,196.68,0.023843981840293703
7199,00007199.jpg,8,94.1,70.44,60.69,0.027052727494584358
2094,00002094.jpg,8,93.72,69.55,63.3,0.03228444624488448
27040,00027040.jpg,8,86.75,68.5,48.73,0.03037099248983158
7120,00007120.jpg,7,146.09,104.41,86.19,0.03181363198690164
11813,00011813.jpg,5,225.95,145.23,176.84,0.021838963037245192
19113,00019113.jpg,7,152.97,110.25,100.65,0.030425632336526655
12062,00012062.jpg,7,145.26,116.58,111.19,0.030236688188618483
4827,00004827.jpg,6,193.3,139.71,134.4,0.0276514783105821
28792,00028792.jpg,7,155.15,116.95,116.79,0.020329802119602003
3932,00003932.jpg,4,242.75,178.95,173.57,0.026081701029516895
20223,00020223.jpg,8,114.92,86.26,61.63,0.033465512620438745
21635,00021635.jpg,6,166.46,122.46,108.02,0.03292432013026404
18814,00018814.jpg,5,212.99,150.42,146.23,0.025998161472527065
15422,00015422.jpg,7,158.29,108.53,89.66,0.027361746767790143
25248,00025248.jpg,6,150.18,141.59,192.77,0.029597697772340278
21711,00021711.jpg,6,189.47,122.93,112.63,0.030580009385556634
14046,00014046.jpg,5,241.26,172.88,161.17,0.03377166530934006
12753,00012753.jpg,7,148.92,101.83,87.1,0.025703549573101545
12014,00012014.jpg,10,0.0,0.0,0.0,0.0334761548427579
16537,00016537.jpg,6,179.55,129.9,122.25,0.028379059129270415
5728,00005728.jpg,4,238.22,158.1,206.67,0.032680992846059076
5063,00005063.jpg,8,110.67,88.57,70.92,0.02975238942884501
5533,00005533.jpg,8,106.17,85.57,64.58,0.032873067367111125
6933,00006933.jpg,5,234.08,166.41,153.67,0.028328247308854543
10888,00010888.jpg,9,75.61,59.85,41.01,0.02939985852930824
4578,00004578.jpg,2,250.39,211.24,231.33,0.02913194857097999
21896,00021896.jpg,6,190.75,142.5,140.36,0.027383346134430175
9917,00009917.jpg,7,151.36,105.8,106.44,0.027975503154308797
11584,00011584.jpg,7,131.88,101.92,104.11,0.03310232811225357
4113,00004113.jpg,5,220.0,160.36,151.11,0.03121874290429039
2610,00002610.jpg,8,102.61,78.36,73.08,0.034471459981837864
22502,00022502.jpg,4,228.74,141.63,223.07,0.02922115368721581
23743,00023743.jpg,9,54.82,45.78,26.96,0.032254031296515925
21367,00021367.jpg,7,135.41,102.22,117.37,0.03384735647955466
15213,00015213.jpg,7,123.48,89.97,85.01,0.02805839173157333
26314,00026314.jpg,7,120.95,92.69,81.18,0.02773781601408595
6098,00006098.jpg,5,207.24,162.17,145.73,0.02914827468034416
6123,00006123.jpg,4,244.88,195.04,186.69,0.02764523609136928
1133,00001133.jpg,6,166.7,121.77,132.23,0.027739890347191647
25890,00025890.jpg,8,98.28,78.96,78.29,0.027571453218111004
29149,00029149.jpg,8,105.34,79.13,72.7,0.02772069784932904
10659,00010659.jpg,7,144.44,101.51,102.24,0.03422535933752372
16749,00016749.jpg,6,165.97,129.13,105.95,0.030522960046986392
16774,00016774.jpg,7,116.45,90.39,97.91,0.030286919301652067
126,00000126.jpg,7,151.32,110.69,103.19,0.028030573234664725
19843,00019843.jpg,5,197.43,124.53,183.74,0.03186899992032079
6249,00006249.jpg,8,87.47,61.18,62.95,0.023005947357552924
24668,00024668.jpg,4,242.99,186.52,181.75,0.029185454226542888
24495,00024495.jpg,7,166.1,120.39,107.21,0.02943617817484065
21643,00021643.jpg,8,107.42,90.4,70.04,0.03144024524409772
11097,00011097.jpg,6,192.07,134.05,162.16,0.02961364430801211
16979,00016979.jpg,6,189.32,141.28,136.46,0.027065398272869665
22642,00022642.jpg,7,147.28,109.48,98.25,0.027915659887332384
17845,00017845.jpg,7,144.9,104.31,79.8,0.025313859076332927
22759,00022759.jpg,7,144.44,115.46,96.91,0.028642316922978483
22754,00022754.jpg,8,102.75,61.68,46.36,0.027648522691659322
30398,00030398.jpg,5,223.61,151.48,140.68,0.030937759429828196
20524,00020524.jpg,7,152.49,117.77,95.47,0.027184399593452157
12690,00012690.jpg,7,170.6,105.38,104.9,0.0250750915894591
28931,00028931.jpg,8,119.02,85.98,80.35,0.019009100631706213
12616,00012616.jpg,7,149.59,122.68,108.22,0.031938689530093226
156,00000156.jpg,9,60.36,41.63,44.2,0.028423432059221702
30434,00030434.jpg,8,93.04,65.33,67.26,0.0321602751613817
16482,00016482.jpg,6,156.65,119.51,123.38,0.029035175811742954
